id,movie_id,imdb_id,title,description,genres,lda_vector,sim_list
2228,2665,0083530,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",[35],,""
2230,11397,0277371,Not Another Teen Movie,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",[35],,""
2231,1542,0151804,Office Space,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",[35],,""
2233,289720,1552224,Outcast,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",[28],,""
2214,110415,1706620,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.","[28, 878, 18]",,""
2234,14164,1098327,Dragonball Evolution,"On his 18th birthday, Goku receives a mystical Dragonball as a gift from his grandfather. There are only six others like it in the whole world, and legend has it that whoever possesses all seven will be granted one perfect wish. When the arrival of a dark force triggers a tragedy, Goku and his companions are propelled into an epic quest to collect the seven Dragonballs and save the Earth from destruction.","[28, 12, 14, 878, 53]",,""
2235,76589,2027128,Justice League: Doom,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.","[28, 16, 878]",,""
2342,258230,3416532,A Monster Calls,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,"[18, 14]",,""
2229,299054,3291150,The Expendables 4,The Expendables square up against an arms dealer who commands the might of a massive private army.,"[28, 12, 53, 10752]",,""
2215,747,0365748,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","[27, 35]",,""
2225,991833,21059510,Cat Pack: A PAW Patrol Exclusive Event,"When Mayor Humdinger transforms his robot cat Meow-Meow into a tiger-sized metal-eating menace, the PAW Patrol calls in the Cat Pack for help in the stopping the creature.","[16, 10751]",,""
2239,628704,14757872,Midnight,A serial killer ruthlessly hunts down a deaf woman through the streets of South Korea after she witnesses his brutal crime.,[53],,""
2244,180,0181689,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","[28, 53, 878, 9648]",,""
2245,2034,0139654,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","[28, 80, 18]",,""
2246,814,0082010,An American Werewolf in London,Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.,"[27, 35]",,""
2237,88751,0373051,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","[28, 878, 12, 35, 10751]",,""
2247,1093760,27337668,The Dancing Detective: A Deadly Tango,"Constance Bailey is a no-nonsense detective who prefers to work alone. When a high-profile CEO is murdered on the eve of his company’s corporate event in Malta – a high-stakes ballroom competition between senior executives – Detective Bailey is sent undercover as one of the contestants. The only problem? She can’t dance. To convincingly compete, she must team up with charismatic and free-spirited performer Sebastian Moore. But with a killer on the loose and a growing list of suspects, it’s going to take more than a little fancy footwork to solve this case.","[10770, 9648]",,""
2248,82654,1588173,Warm Bodies,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.","[27, 35, 10749]",,""
2249,565,0298130,The Ring,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,"[27, 9648]",,""
2250,1691,0498353,Hostel: Part II,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",[27],,""
2251,486233,6316466,Adam,"Adam, an awkward teen, spends a summer with his older sister, who is part of New York City's lesbian and trans activist scene. He meets the girl of his dreams but can't figure out how to tell her he's not the trans man she thinks he is.",[35],,""
2253,551806,9658388,Praise This,"When aspiring musical superstar Sam is forced to join her cousin's struggling, underdog praise team in the lead-up to a national championship competition, she sees an opportunity to finally make her dreams come true.","[35, 10402]",,""
2254,14199,0424774,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.","[12, 10751, 878]",,""
2255,742360,"",Undryable Daughter-in-Law,"Seung-ha hasn't been married for a while..I am dissatisfied with my husband Dojin's sex because I am increasingly not satisfied. I start to doubt whether Dojin is having an affair. Father-in-law Hae-il loves Seung-ha, who is open and friendly. But that degree began to pass, and finally I started dreaming of having sex with Seung-ha. One day, Seung-hae Do-jin had a woman she met before marriage. You find out that you are still having an affair with her.  So angry, Seungha decides to divorce...",[18],,""
2256,787,0356910,Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.","[28, 35, 18, 53]",,""
2243,15255,0443676,Undisputed II: Last Man Standing,"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!","[28, 80, 53]",,""
2238,597922,10268488,The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.","[18, 35, 10752, 36]",,""
2240,675327,9691136,Shadow in the Cloud,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,"[27, 28, 10752]",,""
2241,653349,3626476,Vacation Friends,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",[35],,""
2252,654910,7527028,The Tiger's Nest,"In the valleys of the Himalayas, an orphan boy saves a Bengal tiger cub from the ruthless poachers who killed the tiger's mother. Together they set out in the Himalayan mountains to the Taktsang monastery in Bhutan known as ""The Tiger's Nest"" where Buddhist monks took refuge after the 1950 Chinese invasion of Tibet and protect the big cats. A new great film for the whole family that talks about the importance of defending animals through the story of the friendship between two orphans, a tiger cub and a child, in a tale of brotherhood and the discovery of life.","[10751, 12]",,""
2258,433498,5093026,Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",[18],,""
2261,189349,6163050,Chunin Exam on Fire! and Naruto vs. Konohamaru!,Naruto faces off against his old pupil Konohamaru in a tournament during the chuunin entrance exams.,"[16, 28]",,""
2262,484641,7456310,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"[53, 28]",,""
2263,776797,13872248,The Sadness,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.","[27, 53]",,""
2264,257211,2361509,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",[35],,""
2265,33542,0113326,Rumble in the Bronx,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.","[80, 28, 35, 53]",,""
2266,9377,0091042,Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",[35],,""
2267,723384,"",She and Auntie Live Together,"The writer Sook-hee, a narrator, is devoted to creative activities by getting a house in the countryside to write.  But one day, she feel like someone is spying on me.  Even the pink slip that enhances her creativity disappears… …  Sook-hee, afraid to live alone, saves her  Strangely, they start to have a dizzying relationship while being intertwined with their domestic partners.  For Sook-hee, this kind of relationship is a good subject for the novel.  Strangely, however, the domestic partners couldn't have a few days and were kicked out by Sook-hee. …  How will Sook-hee escape from the unidentified gaze watching her?","[18, 10749]",,""
2268,467938,6738136,Revenge,Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.,"[28, 53, 27]",,""
2270,890656,14158554,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,"[28, 14]",,""
2271,599975,10039344,Countdown,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.","[27, 53]",,""
2272,1634,0106965,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.","[10751, 12, 18]",,""
2273,760868,6708668,Black Crab,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.","[28, 53]",,""
2274,9679,0187078,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.","[28, 80, 53]",,""
2275,306,0109254,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","[28, 35, 80]",,""
2277,9326,0088011,Romancing the Stone,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.","[12, 28, 10749, 35]",,""
2259,9753,0377309,Survival Island,"After a yachting accident, a millionaire and his wife are shipwrecked on a desert island along with their former deckhand, Manuel.","[53, 9648, 18, 10749]",,""
2269,9671,0090555,Crocodile Dundee,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","[12, 35]",,""
2276,818422,14305564,Ritual,"The discovery of a chopped-off hand in a Brussels canal forces Belgian police diver Kiki to face deep guilt from the past, her own and her country’s.  Based on the book ‘Ritual’ by Mo Hayder.",[53],,""
2260,9645,0288477,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.","[27, 9648, 53]",,""
2281,479455,2283336,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.","[35, 878, 28]",,""
2283,143310,0285593,Flower and Snake 4: White Uniform Rope Slave,"A perverted dentist (and dental assistant) that likes to sleep with his patients, gets obsessed with one in particular who also happens to be a lesbian. He uses everthing he can think of to abuse this woman and her female lover. Ropes/Dental tools/Ice Buckets/Candles/ (the works) and sometimes he sets the mood with something from his classical music record collection.","[53, 18]",,""
2284,1495,0320661,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","[18, 28, 12, 36, 10752]",,""
2285,23631,0985694,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","[28, 35, 53]",,""
2287,1690,0450278,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",[27],,""
2289,560144,9387250,Skylines,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.","[878, 28]",,""
2290,942,0097733,Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!","[28, 12, 35, 80, 53]",,""
2292,826749,14577300,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.","[28, 53, 80]",,""
2293,1057577,21326658,Noise,"Matt, an influencer and young parent to newborn Julius, discovers a dark secret from his dementing father's past. He starts an in-depth investigation, which consequently opens a Pandora's box of secrets and unravels more family dramas than anticipated. Matt's wife, Liv, is deeply concerned and will do everything in her power not to lose him, but is it too late..?",[18],,""
2294,11635,0302886,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,[35],,""
2295,76489,0383010,The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",[35],,""
2296,324849,4116284,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","[16, 28, 35, 10751]",,""
2297,25195,1216492,Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.","[10749, 35]",,""
2298,1573,0099423,Die Hard 2,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.","[28, 53]",,""
2299,13523,1135985,Sex Drive,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,"[35, 12, 10749]",,""
2300,514999,1618434,Murder Mystery,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.","[28, 35, 9648]",,""
2291,645710,11235772,The Voyeurs,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",[53],,""
2279,834742,14726510,First Love,"A young man’s difficult entry into adulthood, who experiences the highs and lows of his first love, while dealing with the familial fallout spurred by the financial crisis of 2008.","[10749, 18]",,""
2282,106758,0166985,Angel Guts: Red Porno,"Nami is a department store worker who agrees to stand in for a friend in a magazine photo-shoot, which turns out to be for an S&M magazine. When the photos are published, she is sacked and her lover abandons her.",[18],,""
2288,351694,4644382,Monkey King: Hero Is Back,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.","[14, 16, 35]",,""
2280,417320,5117876,Descendants 2,"When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.","[10751, 10402, 14, 10770, 12, 28, 10749]",,""
2305,153518,1985949,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.","[16, 12, 35]",,""
2306,455839,4815122,Time Trap,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,"[878, 12]",,""
2309,207933,1772264,Stonehearst Asylum,"A Harvard Medical School graduate takes a position at a mental institution and soon becomes obsessed with a female mental patient, but he has no idea of a recent and horrifying staffing change.","[53, 9648, 27]",,""
2310,262504,3410834,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,"[12, 878, 28, 9648]",,""
2302,507903,7775720,Spoiler Alert,"Journalist Michael Ausiello embarks on a rollercoaster ride of emotions when Kit Cowan, his partner of 14 years, is diagnosed with terminal cancer.","[35, 18, 10749]",,""
2311,9879,0117765,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.","[35, 80, 18]",,""
2312,15969,0107952,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.","[10751, 12, 16, 10749]",,""
2313,59859,1650554,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.","[28, 12, 80]",,""
2314,662546,11681250,Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""","[10751, 14, 35]",,""
2315,94329,1899353,The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.","[28, 53, 80]",,""
2318,853361,13269616,As in Heaven,"One day at the end of the 1800s, 14-year-old Lise’s life is changed forever. She is the eldest of her siblings, the first in her family to go to school and full of hope and confidence in life. But when her mother goes into labour, it quickly appears that something is wrong. As night falls and the labour progresses, Lise begins to understand that a day that began in childhood might end with her becoming the woman of the house.",[18],,""
2308,1023156,16025362,The Open Body,"1909. Miguel, a young teacher, is destined for a small mountain town on the border between Spain and Portugal: Lobosandaus, an inhospitable place, inhabited by distant people with remote traditions. It doesn't seem like the ideal place for someone like Miguel, who is determined to spread light and knowledge among his students. But reason cannot overpower desire, and as winter progresses, Miguel feels the darkness take over everything around him while his fascination with the enigmatic Dorinda grows. The unexpected death of an inhabitant will have a big impact on the city and will open the doors to a strange and ghostly presence.","[27, 18]",,""
4103,400650,5028340,Mary Poppins Returns,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.","[14, 10751, 35]",,""
2316,504903,"",Adultery Alumni Association,"Five college alumni gathered at a pension after a long time. We are happy to share our past memories, but do you really have a different purpose?! Yoon-jae visits Eugene, whom he had a crush on in college. A set meal enjoyed by two female classmates. The affair reunion is about to begin, with different ways of having fun...","[18, 10749]",,""
2304,117,0094226,The Untouchables,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.","[80, 18, 36, 53]",,""
2317,1007696,10602688,Tobacco Barns,"Seven-year-old Vera lives in the big city but adores spending the holidays in her grandparent’s town and particularly in their deserted tobacco barn. Nieves, a teenager native from there whose father forces her to help out at the family’s land, can’t avoid but feeling caged. The two girls, driven by the sense of adventure and the need to find oneself respectively, will be connected to a magical creature that will change the way they see their own reality.",[18],,""
2307,888257,11186952,Ghosts of the Ozarks,"In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.","[37, 27, 9648]",,""
2324,227159,2170439,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",[35],,""
2325,12159,0120889,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.","[18, 14, 10749]",,""
2326,501929,7979580,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","[16, 12, 35]",,""
2327,2503,0440963,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.","[28, 18, 9648, 53]",,""
2328,8843,0209958,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,"[27, 878, 53]",,""
2329,64686,1335975,47 Ronin,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.","[18, 28, 14]",,""
2330,5689,0080453,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?","[10749, 12]",,""
2331,44826,0970179,Hugo,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.","[12, 18, 10751]",,""
2333,652837,12879624,"Josee, the Tiger and the Fish","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.","[16, 18, 10749]",,""
2334,333596,4183692,Woodlawn,Love and unity in a school torn by racism and hate in the 1970s. A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,[18],,""
2335,1105283,27272780,My Teacher Ate My Friend,"Tomás, an 11-year-old boy living in his own fantasy world, must use his vast monster knowledge to fight against his new English teacher: a wicked woman who is, in fact, a child-eating monster.","[12, 27, 35, 10751]",,""
2336,37136,0095705,The Naked Gun: From the Files of Police Squad!,"When the incompetent Lieutenant Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.","[35, 80]",,""
2338,766680,0338424,Sexo,This film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.,[35],,""
2339,73,0120586,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",[18],,""
2332,979801,15163636,Veeran,"Kumaran has had a troubled childhood after getting hit by lightning, comes back to his village to fight evil elements and provide hope through indigenous deities.","[14, 53]",,""
2321,2978,0097428,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.","[35, 14]",,""
2322,698687,8864596,Transformers One,The story of how a young Optimus Prime and Megatron went from being brothers-in-arms to sworn enemies.,"[16, 878, 12, 28, 10751]",,""
2341,1008009,18393816,Mari(dos),"Emilio and Tono both receive phone calls that their wives are in comas after a ski-resort avalanche. At the hospital desk, they make a shocking discovery: their wives are, in fact, the same person … Laura. Forced to wait together until Laura regains consciousness, Emilio and Toni battle to prove who is her one and only true husband.",[35],,""
2340,581,0099348,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","[12, 18, 37]",,""
2323,1571,0337978,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.","[28, 53]",,""
2354,74997,1530509,The Human Centipede 2 (Full Sequence),"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","[18, 27, 80]",,""
2350,9948,0465997,The Fox and the Hound 2,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.","[12, 16, 35, 10751]",,""
2355,690957,9389998,Pushpa: The Rise - Part 1,"Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.","[28, 18, 53]",,""
2356,13207,0758746,Friday the 13th,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,[27],,""
2357,257346,3482378,Avengers Confidential: Black Widow & Punisher,"When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.","[16, 878, 28]",,""
2358,280217,3513498,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.","[28, 12, 16, 35, 10751]",,""
2361,20533,1075747,Jonah Hex,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.","[28, 37, 18, 14, 53]",,""
2362,860159,15096128,Crush,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.","[35, 10749]",,""
2363,20943,1142988,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.","[35, 10749]",,""
